metric_category,category_value,total_pred,precision,recall,f1,missed_fraction,merged_fraction,split_fraction,user,algorithm,execution_time,f1_oracle,f1_as_pct_orac
building_type,work,,1.0,0.1963063206495781,0.32818738355070537,0.7027027027027026,0.0,0.0,gallant_jones,tadbscan_fine,,0.559568856782479,58.650044507084054
building_type,park,,1.0,0.09869203329369798,0.17965367965367965,0.9565217391304348,0.0,0.0,gallant_jones,tadbscan_fine,,0.19721329046087888,91.09613212874082
dwell_length,mid,,1.0,0.13137665967854648,0.23224212476837555,0.8076923076923077,0.0,0.0,gallant_jones,tadbscan_fine,,0.4261754193016222,54.4944908246827
dwell_length,low,,,0.0,,1.0,,,gallant_jones,tadbscan_fine,,0.19010212097407697,
dwell_length,high,,0.8959367945823927,0.2742158352908664,0.41991112991959373,0.33333333333333337,0.125,0.17391304347826086,gallant_jones,tadbscan_fine,,0.7788745465283051,53.91255007514022
general,all,8310.0,0.8050541516245487,0.32988165680473375,0.4679958027282267,0.6441717791411044,0.3448275862068966,0.13953488372093023,gallant_jones,lachesis_coarse,0.008670806884765625,0.6684929719857808,70.00758756491179
building_size,small,,0.8522522522522522,0.446521287642783,0.5860125131636004,0.4117647058823529,0.45,0.2857142857142857,gallant_jones,lachesis_coarse,,0.8139392249790912,71.99708469371949
building_size,big,,0.8755364806866953,0.12085308056872038,0.21238938053097345,0.8076923076923077,0.2,0.0,gallant_jones,lachesis_coarse,,0.2162729658792651,98.20431308531661
building_size,medium,,0.6982107355864812,0.24220689655172414,0.35965181771633387,0.6363636363636364,0.32142857142857145,0.09523809523809523,gallant_jones,lachesis_coarse,,0.5461239924370583,65.85534103920261
building_type,home,,0.8650507134261647,0.47368916501929775,0.6121654501216545,0.13043478260869568,0.4,0.26666666666666666,gallant_jones,lachesis_coarse,,0.8328938694792354,73.49861399561138
building_type,retail,,0.5875,0.02631578947368421,0.05037513397642015,0.9375,0.4,0.0,gallant_jones,lachesis_coarse,,0.13392417528311176,37.61466805371666
building_type,work,,0.6591412129260735,0.23706416175768188,0.348711943793911,0.2702702702702703,0.3333333333333333,0.1,gallant_jones,lachesis_coarse,,0.559568856782479,62.317968480055285
building_type,park,,0.8591549295774648,0.1450653983353151,0.2482197355035605,0.7391304347826086,0.16666666666666666,0.0,gallant_jones,lachesis_coarse,,0.19721329046087888,125.86359414392497
dwell_length,mid,,0.5807644882860666,0.16457023060796647,0.25646610400217806,0.42307692307692313,0.3333333333333333,0.0,gallant_jones,lachesis_coarse,,0.4261754193016222,60.178530339091715
dwell_length,low,,0.4601226993865031,0.03416856492027335,0.06361323155216285,0.9108910891089109,0.4444444444444444,0.0,gallant_jones,lachesis_coarse,,0.19010212097407697,33.462662713183185
dwell_length,high,,0.8388858547241944,0.42448528395744095,0.5637214423341591,0.05555555555555558,0.3235294117647059,0.21428571428571427,gallant_jones,lachesis_coarse,,0.7788745465283051,72.37641091840108
general,all,4679.0,0.7728147039965805,0.17830374753451678,0.2897551985255819,0.6809815950920246,0.38461538461538464,0.2558139534883721,gallant_jones,lachesis_fine,0.010030269622802734,0.6684929719857808,43.34453923499814
building_size,small,,0.7562068965517241,0.20702350608892664,0.32505743718965385,0.4411764705882353,0.5263157894736842,0.5,gallant_jones,lachesis_fine,,0.8139392249790912,39.93632782570517
building_size,big,,0.95,0.10130331753554503,0.18308351177730192,0.8653846153846154,0.14285714285714285,0.0,gallant_jones,lachesis_fine,,0.2162729658792651,84.65390532421362
building_size,medium,,0.7834793491864831,0.1726896551724138,0.28300180831826405,0.6623376623376623,0.34615384615384615,0.14285714285714285,gallant_jones,lachesis_fine,,0.5461239924370583,51.820065083641325
building_type,home,,0.7777428481609556,0.23289089711004424,0.3584468270066647,0.13043478260869568,0.5,0.5294117647058824,gallant_jones,lachesis_fine,,0.8328938694792354,43.03631472648281
building_type,retail,,0.578125,0.020716685330347144,0.04,0.9375,0.4,0.0,gallant_jones,lachesis_fine,,0.13392417528311176,29.86764705882353
building_type,work,,0.7541229385307346,0.16016557872950168,0.2642153644123441,0.3513513513513513,0.3333333333333333,0.1,gallant_jones,lachesis_fine,,0.559568856782479,47.217667890165025
building_type,park,,1.0,0.11771700356718193,0.21063829787234042,0.8695652173913043,0.0,0.0,gallant_jones,lachesis_fine,,0.19721329046087888,106.80735430157262
dwell_length,mid,,0.6566037735849056,0.12159329140461216,0.205188679245283,0.5,0.3076923076923077,0.2222222222222222,gallant_jones,lachesis_fine,,0.4261754193016222,48.1465307364577
dwell_length,low,,0.6582278481012658,0.02369020501138952,0.04573438874230431,0.9306930693069306,0.2857142857142857,0.0,gallant_jones,lachesis_fine,,0.19010212097407697,24.057800359071646
dwell_length,high,,0.7903661833374294,0.22219151582147298,0.34686943860216796,0.11111111111111116,0.4375,0.3103448275862069,gallant_jones,lachesis_fine,,0.7788745465283051,44.53469947737756
general,all,10067.0,0.9020562233038641,0.4477810650887574,0.5984776089893564,0.5394736842105263,0.2857142857142857,0.0784313725490196,happy_panini,ta-hdbscan,2.672482967376709,0.6926942404329339,86.398525360238
building_size,small,,0.9618516284680337,0.5748400468595116,0.7196119352473349,0.41025641025641024,0.13043478260869565,0.2,happy_panini,ta-hdbscan,,0.8244703389830508,87.28172515398744
building_size,medium,,0.8319509556437071,0.32424455375966266,0.46662621359223294,0.5783132530120482,0.37142857142857144,0.0,happy_panini,ta-hdbscan,,0.516162669447341,90.40293713837401
building_size,big,,0.7287822878228782,0.2864394488759971,0.41124414367516915,0.6,0.3333333333333333,0.0,happy_panini,ta-hdbscan,,0.5274959957287774,77.961566913319
building_type,home,,0.9674589700056593,0.6122851002865329,0.7499451634130291,0.13043478260869568,0.05,0.21052631578947367,happy_panini,ta-hdbscan,,0.8467575382073523,88.56669466453383
building_type,work,,0.8223570190641247,0.3059316569954868,0.4459586466165414,0.46341463414634143,0.2727272727272727,0.0,happy_panini,ta-hdbscan,,0.49142857142857144,90.74739902080785
building_type,retail,,0.5593561368209256,0.16125290023201855,0.2503376857271499,0.6533333333333333,0.46153846153846156,0.0,happy_panini,ta-hdbscan,,0.41032733978792074,61.0092629597964
building_type,park,,0.9054054054054054,0.13535353535353536,0.23550087873462214,0.8461538461538461,0.5,0.0,happy_panini,ta-hdbscan,,0.29604130808950085,79.55000613070666
dwell_length,mid,,0.5619307832422586,0.17454031117397453,0.26635009712928986,0.6,0.4166666666666667,0.0,happy_panini,ta-hdbscan,,0.3773238466834978,70.58925627690488
dwell_length,low,,0.7197106690777577,0.221480244852532,0.33872340425531916,0.6477272727272727,0.45161290322580644,0.0,happy_panini,ta-hdbscan,,0.4461738002594034,75.91736763978228
dwell_length,high,,0.9722757955641272,0.5656778175187601,0.7152294391487475,0.20588235294117652,0.037037037037037035,0.15384615384615385,happy_panini,ta-hdbscan,,0.7953364592573818,89.92790797200074
general,all,10764.0,0.9988851727982163,0.5301775147928994,0.6926942404329339,0.5263157894736843,0.0,0.0,happy_panini,oracle,0.024570703506469727,0.6926942404329339,100.00000000000001
building_size,small,,1.0,0.7013607281247184,0.8244703389830508,0.3589743589743589,0.0,0.0,happy_panini,oracle,,0.8244703389830508,100.0
building_size,medium,,1.0,0.3478566408995081,0.516162669447341,0.5903614457831325,0.0,0.0,happy_panini,oracle,,0.516162669447341,100.0
building_size,big,,1.0,0.3582306018854242,0.5274959957287774,0.5666666666666667,0.0,0.0,happy_panini,oracle,,0.5274959957287774,100.0
building_type,home,,1.0,0.7342406876790831,0.8467575382073523,0.13043478260869568,0.0,0.0,happy_panini,oracle,,0.8467575382073523,100.0
building_type,work,,1.0,0.32575757575757575,0.49142857142857144,0.5121951219512195,0.0,0.0,happy_panini,oracle,,0.49142857142857144,100.0
building_type,retail,,1.0,0.2581206496519722,0.41032733978792074,0.6133333333333333,0.0,0.0,happy_panini,oracle,,0.41032733978792074,100.0
building_type,park,,1.0,0.17373737373737375,0.29604130808950085,0.7692307692307692,0.0,0.0,happy_panini,oracle,,0.29604130808950085,100.0
dwell_length,mid,,1.0,0.23253182461103253,0.3773238466834978,0.6666666666666667,0.0,0.0,happy_panini,oracle,,0.3773238466834978,100.00000000000001
dwell_length,low,,1.0,0.2871452420701169,0.4461738002594034,0.6022727272727273,0.0,0.0,happy_panini,oracle,,0.4461738002594034,100.0
dwell_length,high,,1.0,0.6602146013044393,0.7953364592573818,0.20588235294117652,0.0,0.0,happy_panini,oracle,,0.7953364592573818,100.0
general,all,10038.0,0.872783422992628,0.4320019723865878,0.5779404973942872,0.5526315789473684,0.3382352941176471,0.06666666666666667,happy_panini,tadbscan_coarse,0.4537169933319092,0.6926942404329339,83.43370908253465
building_size,small,,0.949685534591195,0.5715058123817248,0.7135864978902954,0.3846153846153846,0.20833333333333334,0.15789473684210525,happy_panini,tadbscan_coarse,,0.8244703389830508,86.55089991114467
building_size,medium,,0.7634808478988472,0.28854532677442024,0.4188086495308037,0.6144578313253012,0.375,0.0,happy_panini,tadbscan_coarse,,0.516162669447341,81.13888785859409
building_size,big,,0.6432337434094904,0.2654097171863669,0.37577002053388087,0.6,0.5,0.0,happy_panini,tadbscan_coarse,,0.5274959957287774,71.23656360930758
building_type,home,,0.9615438993355012,0.6089720630372493,0.7456828024779343,0.13043478260869568,0.1,0.16666666666666666,happy_panini,tadbscan_coarse,,0.8467575382073523,88.06332023410141
building_type,work,,0.7512460353420933,0.2672469374597034,0.39424563072167407,0.5121951219512195,0.3,0.0,happy_panini,tadbscan_coarse,,0.49142857142857144,80.22440160034066
building_type,retail,,0.4203935599284436,0.13631090487238978,0.20586946999561975,0.6666666666666667,0.52,0.0,happy_panini,tadbscan_coarse,,0.41032733978792074,50.17200903601114
building_type,park,,0.6907216494845361,0.13535353535353536,0.22635135135135137,0.7692307692307692,0.6666666666666666,0.0,happy_panini,tadbscan_coarse,,0.29604130808950085,76.45938089252043
dwell_length,mid,,0.6495278069254984,0.1751060820367751,0.2758467023172905,0.6666666666666667,0.3,0.0,happy_panini,tadbscan_coarse,,0.3773238466834978,73.10608771267853
dwell_length,low,,0.4084507042253521,0.14524207011686144,0.2142857142857143,0.6477272727272727,0.5806451612903226,0.0,happy_panini,tadbscan_coarse,,0.4461738002594034,48.027408637873755
dwell_length,high,,0.9445110258868649,0.5527035556490637,0.6973410609211166,0.20588235294117652,0.07407407407407407,0.12,happy_panini,tadbscan_coarse,,0.7953364592573818,87.67874939019329
general,all,9233.0,0.9636087945413192,0.4387080867850099,0.6029207467895503,0.6052631578947368,0.13333333333333333,0.07692307692307693,happy_panini,tadbscan_fine,0.2275540828704834,0.6926942404329339,87.03995379154948
building_size,small,,0.9622386038814503,0.5763719924303866,0.7209197475202884,0.41025641025641024,0.13043478260869565,0.15,happy_panini,tadbscan_fine,,0.8244703389830508,87.44034969281157
building_size,medium,,0.990686274509804,0.28404778636683065,0.44150737302020754,0.6867469879518072,0.11538461538461539,0.043478260869565216,happy_panini,tadbscan_fine,,0.516162669447341,85.53647893462201
building_size,big,,0.9430255402750491,0.34807831762146485,0.5084745762711864,0.6333333333333333,0.18181818181818182,0.0,happy_panini,tadbscan_fine,,0.5274959957287774,96.39401633157209
building_type,home,,0.9663496708119971,0.5914219197707736,0.7337665944564794,0.13043478260869568,0.05,0.21052631578947367,happy_panini,tadbscan_fine,,0.8467575382073523,86.65604513068959
building_type,work,,1.0,0.3002901353965184,0.4618817404239494,0.5609756097560976,0.0,0.0,happy_panini,tadbscan_fine,,0.49142857142857144,93.98756345836179
building_type,retail,,0.8858560794044665,0.20707656612529002,0.33568406205923834,0.7333333333333334,0.3,0.0,happy_panini,tadbscan_fine,,0.41032733978792074,81.80884613556044
building_type,park,,0.7578947368421053,0.14545454545454545,0.2440677966101695,0.8461538461538461,0.5,0.0,happy_panini,tadbscan_fine,,0.29604130808950085,82.44383129680726
dwell_length,mid,,1.0,0.2376237623762376,0.384,0.7,0.0,0.0,happy_panini,tadbscan_fine,,0.3773238466834978,101.76934306569343
dwell_length,low,,0.8565488565488566,0.22927100723427934,0.36172080772607546,0.7272727272727273,0.2916666666666667,0.0,happy_panini,tadbscan_fine,,0.4461738002594034,81.0717275455826
dwell_length,high,,0.9707936507936508,0.5361526053720457,0.6907924460106624,0.20588235294117652,0.037037037037037035,0.15384615384615385,happy_panini,tadbscan_fine,,0.7953364592573818,86.85537271303596
general,all,8166.0,0.855008572128337,0.3442800788954635,0.49089502917809186,0.5921052631578947,0.46774193548387094,0.55,happy_panini,lachesis_coarse,0.04122304916381836,0.6926942404329339,70.86749109842208
building_size,small,,0.8370539637897697,0.4291249887356943,0.5673775765518885,0.3846153846153846,0.6666666666666666,0.7916666666666666,happy_panini,lachesis_coarse,,0.8244703389830508,68.81722115700664
building_size,medium,,0.9109390125847048,0.2645115952213633,0.4099771266746542,0.6626506024096386,0.39285714285714285,0.4230769230769231,happy_panini,lachesis_coarse,,0.516162669447341,79.42789181434209
building_size,big,,0.8756476683937824,0.24510514865844815,0.3830028328611898,0.6666666666666667,0.2,0.3,happy_panini,lachesis_coarse,,0.5274959957287774,72.60772327419114
building_type,home,,0.8475328947368421,0.46140759312320917,0.5975185528756958,0.13043478260869568,0.8,0.95,happy_panini,lachesis_coarse,,0.8467575382073523,70.56548373229558
building_type,work,,0.8714810281517748,0.22952933591231464,0.36335799948966574,0.5609756097560976,0.5,0.6111111111111112,happy_panini,lachesis_coarse,,0.49142857142857144,73.93912780312965
building_type,retail,,0.9410187667560321,0.20359628770301624,0.3347639484978541,0.7066666666666667,0.18181818181818182,0.1,happy_panini,lachesis_coarse,,0.41032733978792074,81.58460722380288
building_type,park,,1.0,0.10909090909090909,0.19672131147540983,0.8461538461538461,0.0,0.5,happy_panini,lachesis_coarse,,0.29604130808950085,66.4506290507053
dwell_length,mid,,0.8350217076700435,0.16322489391796322,0.273071462375769,0.7,0.4444444444444444,0.7777777777777778,happy_panini,lachesis_coarse,,0.3773238466834978,72.37058160408915
dwell_length,low,,0.9418604651162791,0.22537562604340566,0.3637180062864841,0.7045454545454546,0.15384615384615385,0.08333333333333333,happy_panini,lachesis_coarse,,0.4461738002594034,81.51935547874396
dwell_length,high,,0.8547008547008547,0.4207868714496108,0.5639362752009023,0.20588235294117652,0.7777777777777778,0.8888888888888888,happy_panini,lachesis_coarse,,0.7953364592573818,70.9053720141861
general,all,6040.0,0.7877483443708609,0.23461538461538461,0.3615501519756839,0.618421052631579,0.5172413793103449,0.6964285714285714,happy_panini,lachesis_fine,0.05599093437194824,0.6926942404329339,52.194768033543205
building_size,small,,0.7450437989857077,0.2912498873569433,0.41878846776805956,0.3846153846153846,0.75,0.8333333333333334,happy_panini,lachesis_fine,,0.8244703389830508,50.79484948902072
building_size,medium,,0.8935574229691877,0.17933942375263529,0.29872410160365215,0.6987951807228916,0.4,0.6666666666666666,happy_panini,lachesis_fine,,0.516162669447341,57.874022916747954
building_size,big,,0.9541984732824428,0.18129079042784627,0.30469226081657524,0.7,0.2222222222222222,0.375,happy_panini,lachesis_fine,,0.5274959957287774,57.7620045050046
building_type,home,,0.7540582610629308,0.30363538681948427,0.4329396744334504,0.13043478260869568,0.9,1.0,happy_panini,lachesis_fine,,0.8467575382073523,51.12911960016504
building_type,work,,0.8805732484076433,0.17827208252740168,0.296514745308311,0.5609756097560976,0.5,0.8333333333333334,happy_panini,lachesis_fine,,0.49142857142857144,60.337302824365615
building_type,retail,,0.9581589958158996,0.132830626450116,0.23331635252165053,0.76,0.1111111111111111,0.17647058823529413,happy_panini,lachesis_fine,,0.41032733978792074,56.861030181961794
building_type,park,,0.8888888888888888,0.06464646464646465,0.12052730696798493,0.8461538461538461,0.5,1.0,happy_panini,lachesis_fine,,0.29604130808950085,40.71300310953445
dwell_length,mid,,0.8508604206500956,0.12588401697312587,0.2193198620009857,0.7,0.4444444444444444,1.0,happy_panini,lachesis_fine,,0.3773238466834978,58.12509967994493
dwell_length,low,,0.9124579124579124,0.15080690038953812,0.2588347659980898,0.75,0.18181818181818182,0.2,happy_panini,lachesis_fine,,0.4461738002594034,58.012094355967214
dwell_length,high,,0.7761136712749616,0.28347008906655446,0.4152668618688037,0.20588235294117652,0.8148148148148148,0.9629629629629629,happy_panini,lachesis_fine,,0.7953364592573818,52.21272796377836
general,all,9018.0,0.783987580394766,0.34861932938856016,0.4826268004641955,0.4671052631578947,0.5061728395061729,0.024390243902439025,hungry_wing,ta-hdbscan,0.4134979248046875,0.5954109188482576,81.05776786857926
building_size,small,,0.8826955074875208,0.39493765121905827,0.5457117140285458,0.3421052631578947,0.48,0.07142857142857142,hungry_wing,ta-hdbscan,,0.6849415651961084,79.67274023913279
building_size,medium,,0.8123725356900068,0.3924466338259442,0.529229406554473,0.4411764705882353,0.4473684210526316,0.0,hungry_wing,ta-hdbscan,,0.5817419655333023,90.97322144695386
building_size,big,,0.4,0.1588921282798834,0.22743870631194577,0.6086956521739131,0.6666666666666666,0.0,hungry_wing,ta-hdbscan,,0.3269961977186312,69.5539299535369
building_type,home,,0.8961691438141093,0.38868712547666606,0.542207586599962,0.1923076923076923,0.3333333333333333,0.06666666666666667,hungry_wing,ta-hdbscan,,0.682220626944245,79.47686792007161
building_type,retail,,0.31453362255965295,0.11983471074380166,0.17354877318970677,0.6140350877192983,0.8636363636363636,0.0,hungry_wing,ta-hdbscan,,0.302945301542777,57.28716448345413
building_type,park,,0.33540372670807456,0.1323529411764706,0.18980667838312829,0.6206896551724138,0.6363636363636364,0.0,hungry_wing,ta-hdbscan,,0.21926910299003324,86.56334877776001
building_type,work,,0.7957678743186919,0.40476190476190477,0.536590638849854,0.32499999999999996,0.2962962962962963,0.0,hungry_wing,ta-hdbscan,,0.5908307480179249,90.81968747394552
dwell_length,mid,,0.6789350039154268,0.2988624612202689,0.4150311153662039,0.42307692307692313,0.26666666666666666,0.0,hungry_wing,ta-hdbscan,,0.47008113590263684,88.28925129473076
dwell_length,low,,0.1316931982633864,0.043813192103996146,0.0657514450867052,0.6404494382022472,0.90625,0.0,hungry_wing,ta-hdbscan,,0.21945992284612087,29.96057058345376
dwell_length,high,,0.889406286379511,0.4185727982468155,0.5692465306882742,0.08108108108108103,0.23529411764705882,0.037037037037037035,hungry_wing,ta-hdbscan,,0.676935622706474,84.0916789712373
general,all,8789.0,0.9846398907725566,0.42672583826429983,0.5954109188482576,0.5,0.013157894736842105,0.0,hungry_wing,oracle,0.005642890930175781,0.5954109188482576,100.0
building_size,small,,1.0,0.5208449655685836,0.6849415651961084,0.39473684210526316,0.0,0.0,hungry_wing,oracle,,0.6849415651961084,100.0
building_size,medium,,1.0,0.4101806239737274,0.5817419655333023,0.4558823529411765,0.0,0.0,hungry_wing,oracle,,0.5817419655333023,100.0
building_size,big,,0.8281481481481482,0.20371720116618075,0.3269961977186312,0.6521739130434783,0.0625,0.0,hungry_wing,oracle,,0.3269961977186312,100.0
building_type,home,,1.0,0.5177047394225531,0.682220626944245,0.1923076923076923,0.0,0.0,hungry_wing,oracle,,0.682220626944245,99.99999999999999
building_type,retail,,1.0,0.17851239669421487,0.302945301542777,0.7017543859649122,0.0,0.0,hungry_wing,oracle,,0.302945301542777,100.0
building_type,park,,0.5871886120996441,0.13480392156862744,0.21926910299003324,0.6896551724137931,0.1111111111111111,0.0,hungry_wing,oracle,,0.21926910299003324,100.0
building_type,work,,1.0,0.41927592954990217,0.5908307480179249,0.275,0.0,0.0,hungry_wing,oracle,,0.5908307480179249,100.0
dwell_length,mid,,0.8887823585810163,0.31954498448810753,0.47008113590263684,0.3846153846153846,0.0625,0.0,hungry_wing,oracle,,0.47008113590263684,100.0
dwell_length,low,,1.0,0.12325469427058257,0.21945992284612087,0.7191011235955056,0.0,0.0,hungry_wing,oracle,,0.21945992284612087,100.0
dwell_length,high,,1.0,0.5116422407889331,0.676935622706474,0.05405405405405406,0.0,0.0,hungry_wing,oracle,,0.676935622706474,100.0
general,all,8040.0,0.8504975124378109,0.3371794871794872,0.4829096045197741,0.5789473684210527,0.390625,0.02564102564102564,hungry_wing,tadbscan_coarse,0.012735843658447266,0.5954109188482576,81.10526515937899
building_size,small,,0.9033965593295104,0.38116508468267263,0.5361256544502618,0.42105263157894735,0.4090909090909091,0.07692307692307693,hungry_wing,tadbscan_coarse,,0.6849415651961084,78.27319609326987
building_size,medium,,0.9194110809763657,0.3896551724137931,0.5473417137585054,0.5441176470588236,0.3225806451612903,0.0,hungry_wing,tadbscan_coarse,,0.5817419655333023,94.08668210084156
building_size,big,,0.45,0.13447521865889212,0.20707070707070704,0.7608695652173914,0.5454545454545454,0.0,hungry_wing,tadbscan_coarse,,0.3269961977186312,63.32511158092553
building_type,home,,0.9191256830601093,0.38178681677864534,0.5394829687600231,0.2692307692307693,0.21052631578947367,0.06666666666666667,hungry_wing,tadbscan_coarse,,0.682220626944245,79.07749303571156
building_type,retail,,0.44753086419753085,0.11983471074380166,0.18904823989569752,0.736842105263158,0.8,0.0,hungry_wing,tadbscan_coarse,,0.302945301542777,62.40342363223719
building_type,park,,0.38125,0.09967320261437909,0.1580310880829016,0.7931034482758621,0.5,0.0,hungry_wing,tadbscan_coarse,,0.21926910299003324,72.0717538075051
building_type,work,,0.8711340206185567,0.3858447488584475,0.5348101265822784,0.4,0.25,0.0,hungry_wing,tadbscan_coarse,,0.5908307480179249,90.51833005922927
dwell_length,mid,,0.6925182481751825,0.26163391933815927,0.3797848386289717,0.5,0.23076923076923078,0.0,hungry_wing,tadbscan_coarse,,0.47008113590263684,80.79133783994955
dwell_length,low,,0.15178571428571427,0.02455464612421762,0.04227103191048487,0.7865168539325843,0.8947368421052632,0.0,hungry_wing,tadbscan_coarse,,0.21945992284612087,19.261390126398673
dwell_length,high,,0.9269567891742273,0.41282016162169566,0.5712390428808339,0.1351351351351351,0.15625,0.037037037037037035,hungry_wing,tadbscan_coarse,,0.676935622706474,84.38602190810231
general,all,5392.0,0.9473293768545994,0.2518737672583826,0.3979432845123091,0.743421052631579,0.1794871794871795,0.0625,hungry_wing,tadbscan_fine,0.010824918746948242,0.5954109188482576,66.83506665985853
building_size,small,,0.9518221124150711,0.28680439233203053,0.44078947368421056,0.5526315789473684,0.17647058823529413,0.14285714285714285,hungry_wing,tadbscan_fine,,0.6849415651961084,64.35431810274302
building_size,medium,,0.9526255707762558,0.274055829228243,0.4256567202244325,0.75,0.17647058823529413,0.0,hungry_wing,tadbscan_fine,,0.5817419655333023,73.16933373273471
building_size,big,,0.9727520435967303,0.13010204081632654,0.22950819672131148,0.8913043478260869,0.2,0.0,hungry_wing,tadbscan_fine,,0.3269961977186312,70.1868089973313
building_type,home,,0.9447565543071161,0.2748320319593245,0.42579828386552254,0.42307692307692313,0.13333333333333333,0.15384615384615385,hungry_wing,tadbscan_fine,,0.682220626944245,62.413575176219524
building_type,retail,,0.5754716981132075,0.050413223140495865,0.09270516717325226,0.9298245614035088,0.75,0.0,hungry_wing,tadbscan_fine,,0.302945301542777,30.601288978948546
building_type,park,,0.7142857142857143,0.02042483660130719,0.03971405877680699,0.9310344827586207,0.5,0.0,hungry_wing,tadbscan_fine,,0.21926910299003324,18.112017714877126
building_type,work,,0.9915506958250497,0.3253424657534247,0.4899312377210216,0.55,0.05555555555555555,0.0,hungry_wing,tadbscan_fine,,0.5908307480179249,82.9224341090247
dwell_length,mid,,0.774247491638796,0.15960013788348845,0.2646470420120034,0.7307692307692308,0.14285714285714285,0.0,hungry_wing,tadbscan_fine,,0.47008113590263684,56.298162550989304
dwell_length,low,,0.0,0.0,0.0,0.9325842696629214,1.0,,hungry_wing,tadbscan_fine,,0.21945992284612087,0.0
dwell_length,high,,1.0,0.3181071086152582,0.4826726243050865,0.29729729729729726,0.0,0.07692307692307693,hungry_wing,tadbscan_fine,,0.676935622706474,71.30258891906153
general,all,6660.0,0.8585585585585586,0.2819526627218935,0.42449888641425393,0.631578947368421,0.2857142857142857,0.20833333333333334,hungry_wing,lachesis_coarse,0.009270191192626953,0.5954109188482576,71.29511283323289
building_size,small,,0.8196969696969697,0.30206588498045783,0.441452468380253,0.5,0.3684210526315789,0.4117647058823529,hungry_wing,lachesis_coarse,,0.6849415651961084,64.4511139069008
building_size,medium,,0.9087505849321479,0.3188834154351396,0.47210404764798836,0.5882352941176471,0.25,0.08695652173913043,hungry_wing,lachesis_coarse,,0.5817419655333023,81.15351403524669
building_size,big,,0.9566787003610109,0.19314868804664723,0.3214069132807762,0.8043478260869565,0.2222222222222222,0.125,hungry_wing,lachesis_coarse,,0.3269961977186312,98.29071882888854
building_type,home,,0.8382716049382716,0.3082440530234247,0.45074349442379186,0.2692307692307693,0.2631578947368421,0.3888888888888889,hungry_wing,lachesis_coarse,,0.682220626944245,66.07004781469752
building_type,retail,,0.8131868131868132,0.12231404958677686,0.21264367816091956,0.8771929824561404,0.42857142857142855,0.0,hungry_wing,lachesis_coarse,,0.302945301542777,70.1921030225628
building_type,park,,1.0,0.11601307189542484,0.20790629575402636,0.8275862068965517,0.0,0.0,hungry_wing,lachesis_coarse,,0.21926910299003324,94.81787124539686
building_type,work,,0.8928414580588494,0.33153946510110893,0.48352955167082895,0.375,0.32,0.14285714285714285,hungry_wing,lachesis_coarse,,0.5908307480179249,81.83892820286317
dwell_length,mid,,0.9166666666666666,0.23888314374353672,0.3789991796554553,0.5,0.15384615384615385,0.07692307692307693,hungry_wing,lachesis_coarse,,0.47008113590263684,80.62420520825869
dwell_length,low,,0.42948717948717946,0.03225806451612903,0.06000895656068069,0.8764044943820225,0.6363636363636364,0.0,hungry_wing,lachesis_coarse,,0.21945992284612087,27.343924932825793
dwell_length,high,,0.8639135737933438,0.33954252842076427,0.48748832407452924,0.1351351351351351,0.21875,0.2903225806451613,hungry_wing,lachesis_coarse,,0.676935622706474,72.01398592756715
general,all,4128.0,0.8454457364341085,0.17209072978303747,0.28597181252048504,0.6776315789473684,0.3877551020408163,0.35,hungry_wing,lachesis_fine,0.011209964752197266,0.5954109188482576,48.02931949478842
building_size,small,,0.8029045643153527,0.1800670016750419,0.2941623593797507,0.5263157894736843,0.5555555555555556,0.6,hungry_wing,lachesis_fine,,0.6849415651961084,42.947073783663264
building_size,medium,,0.9262798634812287,0.22282430213464696,0.3592322964923892,0.6470588235294117,0.25,0.25,hungry_wing,lachesis_fine,,0.5817419655333023,61.751140157658895
building_size,big,,0.7983870967741935,0.07215743440233237,0.1323529411764706,0.8478260869565217,0.42857142857142855,0.0,hungry_wing,lachesis_fine,,0.3269961977186312,40.475376196990425
building_type,home,,0.8008146639511201,0.1785000907935355,0.2919296161556166,0.34615384615384615,0.5882352941176471,0.5714285714285714,hungry_wing,lachesis_fine,,0.682220626944245,42.79108614220701
building_type,retail,,0.8757763975155279,0.11652892561983472,0.20568927789934355,0.8947368421052632,0.3333333333333333,0.0,hungry_wing,lachesis_fine,,0.302945301542777,67.89650701029258
building_type,park,,1.0,0.05555555555555555,0.10526315789473684,0.896551724137931,0.0,0.0,hungry_wing,lachesis_fine,,0.21926910299003324,48.00637958532695
building_type,work,,0.9138290479499652,0.2144487932159165,0.3473781534803857,0.42500000000000004,0.30434782608695654,0.3157894736842105,hungry_wing,lachesis_fine,,0.5908307480179249,58.79486716724613
dwell_length,mid,,0.7892074198988196,0.16132368148914167,0.26788780767029197,0.5384615384615384,0.16666666666666666,0.1,hungry_wing,lachesis_fine,,0.47008113590263684,56.9875681473372
dwell_length,low,,0.5,0.028406355320173327,0.05375854214123007,0.9101123595505618,0.625,0.0,hungry_wing,lachesis_fine,,0.21945992284612087,24.49583570615034
dwell_length,high,,0.8684056271981243,0.20291740857416793,0.3289663594981681,0.21621621621621623,0.41379310344827586,0.48148148148148145,hungry_wing,lachesis_fine,,0.676935622706474,48.596402444137766
