userid,start_time,end_time,duration,loc_msoa,activity_type,geometry,o_lat,o_lon,o_h7,o_h8,o_h9,o_oa,home_activity,home_msoa
037FC3C8B311868053DCB0361086DF1D,2021-11-06 13:45:00,2021-11-06 23:15:00,563.3333333333334,E02000679,Home,POINT (535871.3622524234 172385.7934279914),172385.7934279914,535871.3622524234,87194ad03ffffff,88194ad03bfffff,89194ad03a7ffff,E00016766,Y,E02000679
037FC3C8B311868053DCB0361086DF1D,2021-11-07 00:00:00,2021-11-07 03:15:00,185.25,E02000657,Eating and drinking,POINT (536804.3339797078 176759.1939024012),176759.1939024012,536804.3339797078,87194ad04ffffff,88194ad043fffff,89194ad0433ffff,E00016209,N,E02000679
037FC3C8B311868053DCB0361086DF1D,2021-11-07 09:15:00,2021-11-07 20:15:00,662.4666666666667,E02000679,Home,POINT (535871.3622524234 172385.7934279914),172385.7934279914,535871.3622524234,87194ad03ffffff,88194ad03bfffff,89194ad03a7ffff,E00016766,Y,E02000679
037FC3C8B311868053DCB0361086DF1D,2021-11-07 21:15:00,2021-11-07 23:45:00,140.06666666666666,E02000657,Eating and drinking,POINT (536846.6977133773 176696.7095413775),176696.7095413775,536846.6977133773,87194ad04ffffff,88194ad043fffff,89194ad0433ffff,E00016209,N,E02000679
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-01 00:15:00,2021-11-02 15:00:00,2320.65,E02000577,Home,POINT (524395.6788717565 182019.91258886555),182019.91258886555,524395.6788717565,87195da4affffff,88195da4a7fffff,89195da4a7bffff,E00014321,Y,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-02 15:15:00,2021-11-02 18:30:00,204.15,E02000577,Home,POINT (524395.6788717565 182019.91258886555),182019.91258886555,524395.6788717565,87195da4affffff,88195da4a7fffff,89195da4a7bffff,E00014321,Y,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-02 18:45:00,2021-11-02 18:45:00,1.5,E02000577,Others,POINT (524003.3143700032 181992.5851569847),181992.5851569847,524003.3143700032,87195da59ffffff,88195da59bfffff,89195da59a3ffff,E00014626,N,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-02 18:45:00,2021-11-03 15:00:00,1206.2333333333331,E02000577,Home,POINT (524395.6788717565 182019.91258886555),182019.91258886555,524395.6788717565,87195da4affffff,88195da4a7fffff,89195da4a7bffff,E00014321,Y,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-03 16:00:00,2021-11-03 16:15:00,12.416666666666666,E02000376,Others,POINT (522910.24309477024 179780.04326589775),179780.04326589775,522910.24309477024,87194ada6ffffff,88194ada6bfffff,89194ada6abffff,E00009724,N,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-03 16:30:00,2021-11-03 17:45:00,70.31666666666666,E02000577,Home,POINT (524395.6788717565 182019.91258886555),182019.91258886555,524395.6788717565,87195da4affffff,88195da4a7fffff,89195da4a7bffff,E00014321,Y,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-03 19:15:00,2021-11-04 15:00:00,1184.6,E02000577,Home,POINT (524395.6788717565 182019.91258886555),182019.91258886555,524395.6788717565,87195da4affffff,88195da4a7fffff,89195da4a7bffff,E00014321,Y,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-04 18:00:00,2021-11-04 18:00:00,2.6666666666666665,E02000578,Others,POINT (523454.52091774973 182001.62166063854),182001.6216606385,523454.5209177497,87195da59ffffff,88195da591fffff,89195da5917ffff,E00014620,N,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-04 18:15:00,2021-11-04 19:30:00,67.78333333333333,E02000577,Home,POINT (524395.6788717565 182019.91258886555),182019.91258886555,524395.6788717565,87195da4affffff,88195da4a7fffff,89195da4a7bffff,E00014321,Y,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-04 20:45:00,2021-11-05 13:30:00,1006.0,E02000577,Home,POINT (524395.6788717565 182019.91258886555),182019.91258886555,524395.6788717565,87195da4affffff,88195da4a7fffff,89195da4a7bffff,E00014321,Y,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-05 15:00:00,2021-11-05 15:15:00,5.9,E02000577,Home,POINT (524395.6788717565 182019.91258886555),182019.91258886555,524395.6788717565,87195da4affffff,88195da4a7fffff,89195da4a7bffff,E00014321,Y,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-05 15:45:00,2021-11-05 15:45:00,1.05,E02000591,Others,POINT (525257.799618602 178701.6390895429),178701.6390895429,525257.799618602,87194ada5ffffff,88194ada55fffff,89194ada553ffff,E00190369,N,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-05 16:00:00,2021-11-05 16:00:00,1.5166666666666666,E02000395,Others,POINT (524366.34356351 176102.76354263115),176102.76354263115,524366.34356351,87194ada1ffffff,88194ada15fffff,89194ada14fffff,E00009605,N,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-05 16:00:00,2021-11-05 16:15:00,5.316666666666666,E02000395,Others,POINT (524193.2532399833 176350.05599151267),176350.0559915127,524193.2532399833,87194ada1ffffff,88194ada15fffff,89194ada14bffff,E00009602,N,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-05 16:15:00,2021-11-05 16:15:00,1.3333333333333333,E02000932,Shopping_2,POINT (524630.0734653587 174875.987559827),174875.987559827,524630.0734653587,87194adaeffffff,88194adaedfffff,89194adaed7ffff,E00022635,N,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-05 16:30:00,2021-11-05 16:30:00,3.816666666666667,E02000933,Others,POINT (523300.52513723966 175022.5274751407),175022.5274751407,523300.52513723966,87194ada3ffffff,88194ada33fffff,89194ada323ffff,E00023410,N,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-05 16:30:00,2021-11-05 16:45:00,2.283333333333333,E02000933,Entertainment,POINT (523282.8531212691 174906.3141815535),174906.3141815535,523282.8531212691,87194ada3ffffff,88194ada33fffff,89194ada323ffff,E00023370,N,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-05 16:45:00,2021-11-05 16:45:00,1.5333333333333334,E02000933,Others,POINT (522862.2645091469 175133.19248915924),175133.19248915924,522862.2645091469,87194ada3ffffff,88194ada37fffff,89194ada377ffff,E00023409,N,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-05 19:00:00,2021-11-05 19:15:00,6.383333333333334,E02000580,Entertainment,POINT (524538.9166650004 181290.83146084423),181290.83146084423,524538.9166650004,87194ada4ffffff,88195da4a7fffff,89195da4a6fffff,E00014169,N,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-05 19:30:00,2021-11-06 17:00:00,1292.4666666666667,E02000577,Home,POINT (524395.6788717565 182019.91258886555),182019.91258886555,524395.6788717565,87195da4affffff,88195da4a7fffff,89195da4a7bffff,E00014321,Y,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-06 17:15:00,2021-11-06 20:00:00,161.05,E02000577,Home,POINT (524395.6788717565 182019.91258886555),182019.91258886555,524395.6788717565,87195da4affffff,88195da4a7fffff,89195da4a7bffff,E00014321,Y,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-06 20:30:00,2021-11-07 10:00:00,810.5666666666667,E02000577,Home,POINT (524395.6788717565 182019.91258886555),182019.91258886555,524395.6788717565,87195da4affffff,88195da4a7fffff,89195da4a7bffff,E00014321,Y,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-07 10:15:00,2021-11-07 10:15:00,11.366666666666667,E02000577,Others,POINT (524457.7761648076 182027.06942548664),182027.06942548664,524457.7761648076,87195da4affffff,88195da4a7fffff,89195da4a7bffff,E00014321,N,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-07 10:45:00,2021-11-07 18:30:00,464.85,E02000577,Home,POINT (524395.6788717565 182019.91258886555),182019.91258886555,524395.6788717565,87195da4affffff,88195da4a7fffff,89195da4a7bffff,E00014321,Y,E02000577
03A366EFDD7E0B5B12070F8CFE083B2A,2021-11-07 19:45:00,2021-11-08 12:45:00,1012.0666666666668,E02000577,Home,POINT (524395.6788717565 182019.91258886555),182019.91258886555,524395.6788717565,87195da4affffff,88195da4a7fffff,89195da4a7bffff,E00014321,Y,E02000577
0620CAC8750FE458EFF2673812DAA830,2021-11-01 00:00:00,2021-11-01 02:45:00,161.46666666666667,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-01 03:00:00,2021-11-01 03:15:00,19.1,E02000001,Entertainment,POINT (532296.616367389 181602.20140121688),181602.20140121688,532296.616367389,87194ad30ffffff,88194ad305fffff,89194ad305bffff,E00000021,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-01 03:30:00,2021-11-01 03:45:00,19.73333333333333,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-01 04:00:00,2021-11-01 04:45:00,44.96666666666667,E02000001,Entertainment,POINT (532178.3150817648 181686.91399945525),181686.91399945525,532178.3150817648,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00000005,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-01 05:00:00,2021-11-01 06:30:00,91.68333333333334,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-01 07:45:00,2021-11-02 07:45:00,1445.75,E02000675,Home,POINT (540389.7596383314 173209.08595244045),173209.08595244045,540389.7596383314,87194ad2affffff,88194ad2abfffff,89194ad2aa3ffff,E00016508,Y,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-02 09:00:00,2021-11-02 14:00:00,288.8,E02000675,Home,POINT (540389.7596383314 173209.08595244045),173209.08595244045,540389.7596383314,87194ad2affffff,88194ad2abfffff,89194ad2aa3ffff,E00016508,Y,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-02 14:15:00,2021-11-02 14:30:00,13.533333333333331,E02000140,Others,POINT (546711.0557390216 169900.03417491974),169900.03417491974,546711.0557390216,87194e6dbffffff,88194e6db1fffff,89194e6db0bffff,E00003548,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-02 15:00:00,2021-11-03 07:45:00,1008.0333333333332,E02000675,Home,POINT (540389.7596383314 173209.08595244045),173209.08595244045,540389.7596383314,87194ad2affffff,88194ad2abfffff,89194ad2aa3ffff,E00016508,Y,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-03 08:30:00,2021-11-03 08:45:00,10.5,E02000145,Eating and drinking,POINT (547427.2818205475 168492.42099623565),168492.42099623565,547427.2818205475,87194ad66ffffff,88194ad665fffff,89194ad665bffff,E00003507,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-03 09:00:00,2021-11-03 09:15:00,10.65,E02000145,Shopping_2,POINT (547355.8969349398 167957.57440967255),167957.57440967255,547355.8969349398,87194ad66ffffff,88194ad665fffff,89194ad664fffff,E00003517,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-03 09:45:00,2021-11-03 14:15:00,259.15,E02000675,Home,POINT (540389.7596383314 173209.08595244045),173209.08595244045,540389.7596383314,87194ad2affffff,88194ad2abfffff,89194ad2aa3ffff,E00016508,Y,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-03 14:30:00,2021-11-03 14:45:00,14.95,E02000140,Others,POINT (546663.8534219152 169359.9705049018),169359.9705049018,546663.8534219152,87194e6dbffffff,88194e6db7fffff,89194e6db77ffff,E00003584,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-03 15:15:00,2021-11-04 17:00:00,1553.0666666666666,E02000675,Home,POINT (540389.7596383314 173209.08595244045),173209.08595244045,540389.7596383314,87194ad2affffff,88194ad2abfffff,89194ad2aa3ffff,E00016508,Y,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-04 18:00:00,2021-11-04 18:30:00,32.81666666666667,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-04 18:45:00,2021-11-04 19:45:00,59.21666666666667,E02000001,Entertainment,POINT (531910.8211716565 181850.62093779363),181850.62093779363,531910.8211716565,87194ad36ffffff,88194ad329fffff,89194ad3293ffff,E00013430,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-04 20:00:00,2021-11-05 00:45:00,289.43333333333334,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-05 01:00:00,2021-11-05 01:30:00,20.016666666666666,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-05 01:45:00,2021-11-05 02:45:00,59.78333333333333,E02000001,Entertainment,POINT (532294.2795731064 181671.50522784886),181671.5052278489,532294.2795731064,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00000018,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-05 03:15:00,2021-11-05 06:45:00,213.2333333333333,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-05 08:00:00,2021-11-06 05:15:00,1271.6333333333334,E02000675,Home,POINT (540389.7596383314 173209.08595244045),173209.08595244045,540389.7596383314,87194ad2affffff,88194ad2abfffff,89194ad2aa3ffff,E00016508,Y,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-06 06:00:00,2021-11-06 07:45:00,108.5,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-06 08:15:00,2021-11-06 08:30:00,10.366666666666667,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-06 08:30:00,2021-11-06 08:45:00,14.85,E02000001,Eating and drinking,POINT (532304.746085367 181885.0340545686),181885.0340545686,532304.746085367,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00000018,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-06 09:00:00,2021-11-06 09:15:00,19.016666666666666,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-06 09:30:00,2021-11-06 09:45:00,10.933333333333334,E02000001,Entertainment,POINT (532012.0632750372 181797.67323397045),181797.67323397045,532012.0632750372,87194ad36ffffff,88194ad329fffff,89194ad3293ffff,E00190407,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-06 10:00:00,2021-11-06 11:45:00,100.5,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-06 12:00:00,2021-11-06 13:00:00,57.7,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-06 13:15:00,2021-11-06 13:45:00,38.833333333333336,E02000001,Entertainment,POINT (531904.8716523087 181762.3677681126),181762.3677681126,531904.8716523087,87194ad32ffffff,88194ad329fffff,89194ad3293ffff,E00190407,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-06 14:00:00,2021-11-06 16:00:00,113.15,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-06 16:00:00,2021-11-06 16:15:00,11.716666666666669,E02000001,Entertainment,POINT (532712.3958652327 181655.7505958637),181655.7505958637,532712.3958652327,87194ad30ffffff,88194ad305fffff,89194ad3053ffff,E00166755,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-06 16:15:00,2021-11-06 18:00:00,100.93333333333334,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-06 18:00:00,2021-11-06 18:30:00,19.73333333333333,E02000001,Entertainment,POINT (532133.2209032682 181646.03128794138),181646.03128794135,532133.2209032682,87194ad32ffffff,88194ad329fffff,89194ad3297ffff,E00000007,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-06 18:30:00,2021-11-06 18:45:00,14.85,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-06 19:45:00,2021-11-07 05:15:00,574.5333333333333,E02000675,Home,POINT (540389.7596383314 173209.08595244045),173209.08595244045,540389.7596383314,87194ad2affffff,88194ad2abfffff,89194ad2aa3ffff,E00016508,Y,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-07 06:00:00,2021-11-07 06:15:00,10.85,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-07 06:45:00,2021-11-07 09:15:00,152.68333333333334,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-07 09:30:00,2021-11-07 09:45:00,2.0166666666666666,E02000001,Entertainment,POINT (531917.8480472332 181576.73611229475),181576.73611229475,531917.8480472332,87194ad32ffffff,88194ad329fffff,89194ad3283ffff,E00190440,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-07 10:00:00,2021-11-07 10:30:00,19.016666666666666,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-07 11:00:00,2021-11-07 13:45:00,161.9,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-07 13:45:00,2021-11-07 14:45:00,54.15,E02000001,Entertainment,POINT (532464.0235651616 181657.05338529477),181657.0533852948,532464.0235651616,87194ad30ffffff,88194ad305fffff,89194ad305bffff,E00000021,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-07 15:00:00,2021-11-07 16:45:00,103.75,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
0620CAC8750FE458EFF2673812DAA830,2021-11-07 17:45:00,2021-11-07 19:00:00,75.13333333333334,E02000001,Work,POINT (532223.3087809815 181737.2846836294),181737.2846836294,532223.3087809815,87194ad36ffffff,88194ad363fffff,89194ad362fffff,E00190429,N,E02000675
